ID,Prediction
51625,0
51678,0
51694,0
51695,0
51711,1
51718,1
51720,1
51723,0
51732,0
51760,0
51767,0
51789,0
51809,0
51814,0
51856,0
51857,0
51863,1
51868,0
51888,1
51905,1
51906,0
51907,0
51912,0
51933,1
51944,0
51952,0
51958,0
51962,0
51966,1
51991,1
51996,0
52013,0
52027,1
52066,0
52067,0
52068,0
52081,0
52083,0
52085,1
52094,1
52102,0
52128,1
52134,0
52135,0
52159,0
52160,1
52168,0
52185,0
52202,0
52205,1
52214,1
52229,1
52245,0
52251,0
52255,0
52259,0
52265,0
52266,0
52274,1
52276,0
52285,0
52298,0
52300,0
52309,0
52315,0
52339,0
52348,0
52366,0
52381,1
52391,1
52395,0
52400,1
52428,0
52442,0
52453,1
52461,0
52471,1
52479,0
52516,0
52519,1
52522,0
52524,0
52537,1
52539,1
52542,0
52551,1
52552,0
52585,1
52591,0
52608,1
52626,1
52631,1
52648,0
52661,1
52662,1
52674,1
52676,0
52689,0
52709,0
52719,0
52725,0
52741,0
52766,0
52795,1
52799,0
52814,1
52816,0
52828,0
52841,1
52842,1
52898,0
52901,0
52922,0
52923,0
52964,0
53019,0
53022,1
53023,1
53030,0
53068,1
53098,1
53099,0
53109,1
53137,0
53138,0
53151,0
53154,1
53163,0
53176,1
53187,0
53190,0
53201,0
53205,0
53243,1
53260,1
53268,0
53279,0
53291,0
53294,1
53296,0
53297,0
53309,0
53324,0
53353,0
53366,0
53368,1
53369,0
53377,0
53389,1
53398,0
53405,0
53418,0
53427,0
53435,0
53468,0
53491,0
53494,0
53498,1
53516,0
53529,0
53533,0
53553,0
53559,1
53572,1
53585,1
53604,0
53618,1
53621,0
53639,1
53664,1
53668,1
53671,1
53698,0
53702,1
53763,0
53765,0
53798,0
53800,0
53812,0
53828,0
53830,1
53840,0
53848,1
53851,0
53858,1
53881,0
53883,0
53886,0
53894,1
53896,0
53908,0
53938,0
53955,1
54021,1
54030,0
54032,1
54039,0
54046,0
54071,0
54084,1
54086,1
54090,0
54106,0
54108,0
54119,1
54123,1
54128,0
54137,1
54158,0
54172,0
54173,0
54188,0
54192,0
54196,1
54215,0
54254,0
54271,0
54281,0
54284,1
54288,1
54306,1
54334,0
54362,0
54371,0
54375,1
54383,0
54392,1
54396,0
54402,1
54418,0
54426,0
54439,0
54456,1
54460,0
54464,1
54487,1
54492,0
54498,0
54522,0
54530,0
54551,1
54586,1
54600,0
54622,0
54628,0
54631,1
54633,0
54640,0
54666,1
54687,0
54704,1
54711,1
54725,1
54731,1
54738,0
54767,1
54789,0
54800,0
54812,1
54813,1
54829,0
54838,1
54887,1
54894,1
54897,0
54900,1
54906,1
54918,0
54923,1
54937,1
54939,0
54958,1
54990,0
54998,1
55001,1
55006,0
55013,1
55027,1
55034,0
55047,0
55057,1
55065,0
55084,0
55085,0
55107,1
55109,0
55110,0
55115,0
55125,0
55127,0
55141,1
55191,1
55194,1
55205,1
55206,0
55214,0
55225,0
55239,1
55248,0
55250,1
55256,0
55258,0
55274,0
55288,0
55290,0
55299,0
55303,1
55306,1
55316,1
55325,0
55381,1
55408,0
55420,0
55456,0
55460,0
55473,0
55474,0
55477,1
55478,0
55486,1
55519,0
55529,0
55545,0
55549,1
55617,0
55628,1
55646,0
55656,0
55660,0
55662,1
55664,1
55695,0
55698,1
55700,0
55701,0
55739,0
55760,1
55797,1
55804,0
55820,0
55822,0
55831,0
55835,1
55845,0
55850,0
55865,0
55869,1
55884,0
55892,1
55921,0
55933,0
55980,0
55986,0
56020,0
56029,1
56037,1
56060,1
56073,0
56096,0
56097,0
56098,0
56119,0
56127,0
56128,1
56133,0
56135,0
56137,0
56169,0
56172,1
56182,1
56185,0
56214,0
56216,1
56220,0
56222,0
56240,1
56248,1
56254,1
56268,0
56278,0
56318,0
56332,0
56339,1
56346,0
56347,0
56356,0
56368,0
56374,0
56381,0
56405,1
56425,1
56443,1
56496,1
56499,0
56526,1
56556,0
56562,1
56568,0
56569,0
56572,1
56585,0
56614,0
56622,1
56644,0
56664,1
56670,0
56689,1
56693,0
56737,1
56744,0
56772,1
56785,1
56829,0
56839,0
56840,0
56843,0
56858,0
56867,0
56868,0
56899,0
56900,0
56913,0
56919,0
56939,0
56951,0
56969,1
56971,1
56983,0
56984,1
57013,0
57021,0
57026,1
57053,0
57059,1
57086,0
57116,0
57133,1
57176,0
57192,0
57194,0
57208,0
57210,1
57222,0
57224,0
57231,0
57246,0
57297,0
57305,1
57309,1
57336,0
57348,1
57375,0
57377,0
57387,1
57388,0
57400,0
57411,1
57420,1
57429,1
57430,1
57437,0
57492,0
57508,0
57509,0
57517,1
57539,0
57545,1
57550,0
57557,0
57577,0
57601,0
57650,0
57651,0
57668,0
57677,0
57687,0
57702,0
57714,0
57729,1
57743,0
57751,0
57769,0
57775,1
57785,0
57788,1
57794,1
57796,0
57800,0
57804,0
57837,1
57841,0
57842,0
57855,1
57871,0
57892,0
57906,0
57911,0
57914,1
57925,0
57926,0
57945,0
57966,1
57984,1
58007,0
58033,1
58040,0
58058,0
58084,0
58095,0
58101,0
58103,0
58111,1
58114,0
58164,0
58168,0
58173,0
58175,1
58176,0
58191,0
58225,0
58227,1
58233,0
58263,0
58274,0
58295,0
58318,0
58321,1
58337,0
58340,0
58360,0
58384,0
58386,0
58402,0
58417,0
58422,0
58424,1
58452,0
58488,1
58505,0
58570,0
58579,1
58582,1
58611,0
58619,0
58637,0
58643,0
58659,1
58661,1
58664,0
58670,0
58704,1
58712,0
58714,0
58725,1
58785,0
58796,0
58798,0
58817,0
58821,1
58828,0
58829,0
58843,0
58845,0
58851,1
58856,0
58882,0
58884,1
58922,0
58948,0
58959,0
58965,0
58974,1
58975,0
58982,1
58993,0
58996,1
59006,0
59032,0
59053,1
59054,0
59058,0
59072,1
59092,0
59099,0
59115,0
59118,0
59132,0
59142,0
59143,1
59176,0
59200,0
59212,0
59219,0
59220,0
59231,1
59237,0
